Date,Source,TempC
2020-03-04T00:40:00Z,Hobo-Tmp-1,14.35
2020-03-04T00:40:00Z,Hobo-Tmp-2,12.92
2020-03-04T00:40:00Z,Mean.Temp,13.64
2020-03-04T00:50:00Z,Hobo-Tmp-1,14.34
2020-03-04T00:50:00Z,Hobo-Tmp-2,12.9
2020-03-04T00:50:00Z,Mean.Temp,13.62
2020-03-04T01:00:00Z,Hobo-Tmp-1,14.34
2020-03-04T01:00:00Z,Hobo-Tmp-2,12.86
2020-03-04T01:00:00Z,Mean.Temp,13.6
2020-03-04T01:10:00Z,Hobo-Tmp-1,14.28
2020-03-04T01:10:00Z,Hobo-Tmp-2,12.86
2020-03-04T01:10:00Z,Mean.Temp,13.57
2020-03-04T01:20:00Z,Hobo-Tmp-1,14.23
2020-03-04T01:20:00Z,Hobo-Tmp-2,12.79
2020-03-04T01:20:00Z,Mean.Temp,13.51
2020-03-04T01:30:00Z,Hobo-Tmp-1,14.18
2020-03-04T01:30:00Z,Hobo-Tmp-2,12.79
2020-03-04T01:30:00Z,Mean.Temp,13.49
2020-03-04T01:40:00Z,Hobo-Tmp-1,14.17
2020-03-04T01:40:00Z,Hobo-Tmp-2,12.74
2020-03-04T01:40:00Z,Mean.Temp,13.45
2020-03-04T01:50:00Z,Hobo-Tmp-1,14.14
2020-03-04T01:50:00Z,Hobo-Tmp-2,12.72
2020-03-04T01:50:00Z,Mean.Temp,13.43
2020-03-04T02:00:00Z,Hobo-Tmp-1,14.16
2020-03-04T02:00:00Z,Hobo-Tmp-2,12.68
2020-03-04T02:00:00Z,Mean.Temp,13.42
2020-03-04T02:10:00Z,Hobo-Tmp-1,14.2
2020-03-04T02:10:00Z,Hobo-Tmp-2,12.64
2020-03-04T02:10:00Z,Mean.Temp,13.42
2020-03-04T02:20:00Z,Hobo-Tmp-1,14.24
2020-03-04T02:20:00Z,Hobo-Tmp-2,12.6
2020-03-04T02:20:00Z,Mean.Temp,13.42
2020-03-04T02:30:00Z,Hobo-Tmp-1,14.28
2020-03-04T02:30:00Z,Hobo-Tmp-2,12.59
2020-03-04T02:30:00Z,Mean.Temp,13.44
2020-03-04T02:40:00Z,Hobo-Tmp-1,14.38
2020-03-04T02:40:00Z,Hobo-Tmp-2,12.58
2020-03-04T02:40:00Z,Mean.Temp,13.48
2020-03-04T02:50:00Z,Hobo-Tmp-1,14.4
2020-03-04T02:50:00Z,Hobo-Tmp-2,12.57
2020-03-04T02:50:00Z,Mean.Temp,13.48
2020-03-04T03:00:00Z,Hobo-Tmp-1,14.44
2020-03-04T03:00:00Z,Hobo-Tmp-2,12.54
2020-03-04T03:00:00Z,Mean.Temp,13.49
2020-03-04T03:10:00Z,Hobo-Tmp-1,14.44
2020-03-04T03:10:00Z,Hobo-Tmp-2,12.57
2020-03-04T03:10:00Z,Mean.Temp,13.51
2020-03-04T03:20:00Z,Hobo-Tmp-1,14.44
2020-03-04T03:20:00Z,Hobo-Tmp-2,12.57
2020-03-04T03:20:00Z,Mean.Temp,13.51
2020-03-04T03:30:00Z,Hobo-Tmp-1,14.49
2020-03-04T03:30:00Z,Hobo-Tmp-2,12.54
2020-03-04T03:30:00Z,Mean.Temp,13.52
2020-03-04T03:40:00Z,Hobo-Tmp-1,14.48
2020-03-04T03:40:00Z,Hobo-Tmp-2,12.54
2020-03-04T03:40:00Z,Mean.Temp,13.51
2020-03-04T03:50:00Z,Hobo-Tmp-1,14.46
2020-03-04T03:50:00Z,Hobo-Tmp-2,12.5
2020-03-04T03:50:00Z,Mean.Temp,13.48
2020-03-04T04:00:00Z,Hobo-Tmp-1,14.47
2020-03-04T04:00:00Z,Hobo-Tmp-2,12.54
2020-03-04T04:00:00Z,Mean.Temp,13.51
2020-03-04T04:10:00Z,Hobo-Tmp-1,14.48
2020-03-04T04:10:00Z,Hobo-Tmp-2,12.6
2020-03-04T04:10:00Z,Mean.Temp,13.54
2020-03-04T04:20:00Z,Hobo-Tmp-1,14.49
2020-03-04T04:20:00Z,Hobo-Tmp-2,12.66
2020-03-04T04:20:00Z,Mean.Temp,13.58
2020-03-04T04:30:00Z,Hobo-Tmp-1,14.52
2020-03-04T04:30:00Z,Hobo-Tmp-2,12.75
2020-03-04T04:30:00Z,Mean.Temp,13.63
2020-03-04T04:40:00Z,Hobo-Tmp-1,14.51
2020-03-04T04:40:00Z,Hobo-Tmp-2,12.86
2020-03-04T04:40:00Z,Mean.Temp,13.68
2020-03-04T04:50:00Z,Hobo-Tmp-1,14.55
2020-03-04T04:50:00Z,Hobo-Tmp-2,12.96
2020-03-04T04:50:00Z,Mean.Temp,13.76
2020-03-04T05:00:00Z,Hobo-Tmp-1,14.54
2020-03-04T05:00:00Z,Hobo-Tmp-2,13.09
2020-03-04T05:00:00Z,Mean.Temp,13.82
2020-03-04T05:10:00Z,Hobo-Tmp-1,14.56
2020-03-04T05:10:00Z,Hobo-Tmp-2,13.2
2020-03-04T05:10:00Z,Mean.Temp,13.88
2020-03-04T05:20:00Z,Hobo-Tmp-1,14.55
2020-03-04T05:20:00Z,Hobo-Tmp-2,13.29
2020-03-04T05:20:00Z,Mean.Temp,13.92
2020-03-04T05:30:00Z,Hobo-Tmp-1,14.55
2020-03-04T05:30:00Z,Hobo-Tmp-2,13.37
2020-03-04T05:30:00Z,Mean.Temp,13.96
2020-03-04T05:40:00Z,Hobo-Tmp-1,14.53
2020-03-04T05:40:00Z,Hobo-Tmp-2,13.42
2020-03-04T05:40:00Z,Mean.Temp,13.97
2020-03-04T05:50:00Z,Hobo-Tmp-1,14.54
2020-03-04T05:50:00Z,Hobo-Tmp-2,13.47
2020-03-04T05:50:00Z,Mean.Temp,14
2020-03-04T06:00:00Z,Hobo-Tmp-1,14.55
2020-03-04T06:00:00Z,Hobo-Tmp-2,13.5
2020-03-04T06:00:00Z,Mean.Temp,14.02
2020-03-04T06:10:00Z,Hobo-Tmp-1,14.54
2020-03-04T06:10:00Z,Hobo-Tmp-2,13.52
2020-03-04T06:10:00Z,Mean.Temp,14.03
2020-03-04T06:20:00Z,Hobo-Tmp-1,14.55
2020-03-04T06:20:00Z,Hobo-Tmp-2,13.53
2020-03-04T06:20:00Z,Mean.Temp,14.04
2020-03-04T06:30:00Z,Hobo-Tmp-1,14.54
2020-03-04T06:30:00Z,Hobo-Tmp-2,13.51
2020-03-04T06:30:00Z,Mean.Temp,14.03
2020-03-04T06:40:00Z,Hobo-Tmp-1,14.55
2020-03-04T06:40:00Z,Hobo-Tmp-2,13.5
2020-03-04T06:40:00Z,Mean.Temp,14.02
2020-03-04T06:50:00Z,Hobo-Tmp-1,14.55
2020-03-04T06:50:00Z,Hobo-Tmp-2,13.48
2020-03-04T06:50:00Z,Mean.Temp,14.01
2020-03-04T07:00:00Z,Hobo-Tmp-1,14.56
2020-03-04T07:00:00Z,Hobo-Tmp-2,13.46
2020-03-04T07:00:00Z,Mean.Temp,14.01
2020-03-04T07:10:00Z,Hobo-Tmp-1,14.58
2020-03-04T07:10:00Z,Hobo-Tmp-2,13.43
2020-03-04T07:10:00Z,Mean.Temp,14.01
2020-03-04T07:20:00Z,Hobo-Tmp-1,14.57
2020-03-04T07:20:00Z,Hobo-Tmp-2,13.38
2020-03-04T07:20:00Z,Mean.Temp,13.98
2020-03-04T07:30:00Z,Hobo-Tmp-1,14.59
2020-03-04T07:30:00Z,Hobo-Tmp-2,13.41
2020-03-04T07:30:00Z,Mean.Temp,14
2020-03-04T07:40:00Z,Hobo-Tmp-1,14.62
2020-03-04T07:40:00Z,Hobo-Tmp-2,13.41
2020-03-04T07:40:00Z,Mean.Temp,14.01
2020-03-04T07:50:00Z,Hobo-Tmp-1,14.66
2020-03-04T07:50:00Z,Hobo-Tmp-2,13.43
2020-03-04T07:50:00Z,Mean.Temp,14.05
2020-03-04T08:00:00Z,Hobo-Tmp-1,14.69
2020-03-04T08:00:00Z,Hobo-Tmp-2,13.49
2020-03-04T08:00:00Z,Mean.Temp,14.09
2020-03-04T08:10:00Z,Hobo-Tmp-1,14.71
2020-03-04T08:10:00Z,Hobo-Tmp-2,13.56
2020-03-04T08:10:00Z,Mean.Temp,14.13
2020-03-04T08:20:00Z,Hobo-Tmp-1,14.71
2020-03-04T08:20:00Z,Hobo-Tmp-2,13.58
2020-03-04T08:20:00Z,Mean.Temp,14.15
2020-03-04T08:30:00Z,Hobo-Tmp-1,14.72
2020-03-04T08:30:00Z,Hobo-Tmp-2,13.66
2020-03-04T08:30:00Z,Mean.Temp,14.19
2020-03-04T08:40:00Z,Hobo-Tmp-1,14.77
2020-03-04T08:40:00Z,Hobo-Tmp-2,13.74
2020-03-04T08:40:00Z,Mean.Temp,14.26
2020-03-04T08:50:00Z,Hobo-Tmp-1,14.78
2020-03-04T08:50:00Z,Hobo-Tmp-2,13.84
2020-03-04T08:50:00Z,Mean.Temp,14.31
2020-03-04T09:00:00Z,Hobo-Tmp-1,14.8
2020-03-04T09:00:00Z,Hobo-Tmp-2,13.92
2020-03-04T09:00:00Z,Mean.Temp,14.36
2020-03-04T09:10:00Z,Hobo-Tmp-1,14.81
2020-03-04T09:10:00Z,Hobo-Tmp-2,14.03
2020-03-04T09:10:00Z,Mean.Temp,14.42
2020-03-04T09:20:00Z,Hobo-Tmp-1,14.82
2020-03-04T09:20:00Z,Hobo-Tmp-2,14.1
2020-03-04T09:20:00Z,Mean.Temp,14.46
2020-03-04T09:30:00Z,Hobo-Tmp-1,14.82
2020-03-04T09:30:00Z,Hobo-Tmp-2,14.21
2020-03-04T09:30:00Z,Mean.Temp,14.51
2020-03-04T09:40:00Z,Hobo-Tmp-1,14.86
2020-03-04T09:40:00Z,Hobo-Tmp-2,14.28
2020-03-04T09:40:00Z,Mean.Temp,14.57
2020-03-04T09:50:00Z,Hobo-Tmp-1,14.89
2020-03-04T09:50:00Z,Hobo-Tmp-2,14.38
2020-03-04T09:50:00Z,Mean.Temp,14.64
2020-03-04T10:00:00Z,Hobo-Tmp-1,14.88
2020-03-04T10:00:00Z,Hobo-Tmp-2,14.46
2020-03-04T10:00:00Z,Mean.Temp,14.67
2020-03-04T10:10:00Z,Hobo-Tmp-1,14.91
2020-03-04T10:10:00Z,Hobo-Tmp-2,14.5
2020-03-04T10:10:00Z,Mean.Temp,14.7
2020-03-04T10:20:00Z,Hobo-Tmp-1,14.92
2020-03-04T10:20:00Z,Hobo-Tmp-2,14.58
2020-03-04T10:20:00Z,Mean.Temp,14.75
2020-03-04T10:30:00Z,Hobo-Tmp-1,14.93
2020-03-04T10:30:00Z,Hobo-Tmp-2,14.68
2020-03-04T10:30:00Z,Mean.Temp,14.8
2020-03-04T10:40:00Z,Hobo-Tmp-1,14.95
2020-03-04T10:40:00Z,Hobo-Tmp-2,14.73
2020-03-04T10:40:00Z,Mean.Temp,14.84
2020-03-04T10:50:00Z,Hobo-Tmp-1,14.95
2020-03-04T10:50:00Z,Hobo-Tmp-2,14.8
2020-03-04T10:50:00Z,Mean.Temp,14.88
2020-03-04T11:00:00Z,Hobo-Tmp-1,14.97
2020-03-04T11:00:00Z,Hobo-Tmp-2,14.85
2020-03-04T11:00:00Z,Mean.Temp,14.91
2020-03-04T11:10:00Z,Hobo-Tmp-1,15
2020-03-04T11:10:00Z,Hobo-Tmp-2,14.91
2020-03-04T11:10:00Z,Mean.Temp,14.95
2020-03-04T11:20:00Z,Hobo-Tmp-1,14.97
2020-03-04T11:20:00Z,Hobo-Tmp-2,14.97
2020-03-04T11:20:00Z,Mean.Temp,14.97
2020-03-04T11:30:00Z,Hobo-Tmp-1,14.99
2020-03-04T11:30:00Z,Hobo-Tmp-2,15.03
2020-03-04T11:30:00Z,Mean.Temp,15.01
2020-03-04T11:40:00Z,Hobo-Tmp-1,15
2020-03-04T11:40:00Z,Hobo-Tmp-2,15.09
2020-03-04T11:40:00Z,Mean.Temp,15.04
2020-03-04T11:50:00Z,Hobo-Tmp-1,15
2020-03-04T11:50:00Z,Hobo-Tmp-2,15.13
2020-03-04T11:50:00Z,Mean.Temp,15.06
2020-03-04T12:00:00Z,Hobo-Tmp-1,15.01
2020-03-04T12:00:00Z,Hobo-Tmp-2,15.17
2020-03-04T12:00:00Z,Mean.Temp,15.09
2020-03-04T12:10:00Z,Hobo-Tmp-1,14.99
2020-03-04T12:10:00Z,Hobo-Tmp-2,15.23
2020-03-04T12:10:00Z,Mean.Temp,15.11
2020-03-04T12:20:00Z,Hobo-Tmp-1,15.02
2020-03-04T12:20:00Z,Hobo-Tmp-2,15.25
2020-03-04T12:20:00Z,Mean.Temp,15.14
2020-03-04T12:30:00Z,Hobo-Tmp-1,15.01
2020-03-04T12:30:00Z,Hobo-Tmp-2,15.28
2020-03-04T12:30:00Z,Mean.Temp,15.14
2020-03-04T12:40:00Z,Hobo-Tmp-1,15.04
2020-03-04T12:40:00Z,Hobo-Tmp-2,15.32
2020-03-04T12:40:00Z,Mean.Temp,15.18
2020-03-04T12:50:00Z,Hobo-Tmp-1,15.02
2020-03-04T12:50:00Z,Hobo-Tmp-2,15.36
2020-03-04T12:50:00Z,Mean.Temp,15.19
2020-03-04T13:00:00Z,Hobo-Tmp-1,15.03
2020-03-04T13:00:00Z,Hobo-Tmp-2,15.37
2020-03-04T13:00:00Z,Mean.Temp,15.2
2020-03-04T13:10:00Z,Hobo-Tmp-1,15.08
2020-03-04T13:10:00Z,Hobo-Tmp-2,15.37
2020-03-04T13:10:00Z,Mean.Temp,15.22
2020-03-04T13:20:00Z,Hobo-Tmp-1,15.09
2020-03-04T13:20:00Z,Hobo-Tmp-2,15.38
2020-03-04T13:20:00Z,Mean.Temp,15.23
2020-03-04T13:30:00Z,Hobo-Tmp-1,15.09
2020-03-04T13:30:00Z,Hobo-Tmp-2,15.41
2020-03-04T13:30:00Z,Mean.Temp,15.25
2020-03-04T13:40:00Z,Hobo-Tmp-1,15.08
2020-03-04T13:40:00Z,Hobo-Tmp-2,15.42
2020-03-04T13:40:00Z,Mean.Temp,15.25
2020-03-04T13:50:00Z,Hobo-Tmp-1,15.06
2020-03-04T13:50:00Z,Hobo-Tmp-2,15.43
2020-03-04T13:50:00Z,Mean.Temp,15.24
2020-03-04T14:00:00Z,Hobo-Tmp-1,15.06
2020-03-04T14:00:00Z,Hobo-Tmp-2,15.42
2020-03-04T14:00:00Z,Mean.Temp,15.24
2020-03-04T14:10:00Z,Hobo-Tmp-1,15.03
2020-03-04T14:10:00Z,Hobo-Tmp-2,15.43
2020-03-04T14:10:00Z,Mean.Temp,15.23
2020-03-04T14:20:00Z,Hobo-Tmp-1,15.06
2020-03-04T14:20:00Z,Hobo-Tmp-2,15.42
2020-03-04T14:20:00Z,Mean.Temp,15.24
2020-03-04T14:30:00Z,Hobo-Tmp-1,15.07
2020-03-04T14:30:00Z,Hobo-Tmp-2,15.44
2020-03-04T14:30:00Z,Mean.Temp,15.25
2020-03-04T14:40:00Z,Hobo-Tmp-1,15.07
2020-03-04T14:40:00Z,Hobo-Tmp-2,15.43
2020-03-04T14:40:00Z,Mean.Temp,15.25
2020-03-04T14:50:00Z,Hobo-Tmp-1,15.06
2020-03-04T14:50:00Z,Hobo-Tmp-2,15.42
2020-03-04T14:50:00Z,Mean.Temp,15.24
2020-03-04T15:00:00Z,Hobo-Tmp-1,15.03
2020-03-04T15:00:00Z,Hobo-Tmp-2,15.42
2020-03-04T15:00:00Z,Mean.Temp,15.23
2020-03-04T15:10:00Z,Hobo-Tmp-1,15.01
2020-03-04T15:10:00Z,Hobo-Tmp-2,15.42
2020-03-04T15:10:00Z,Mean.Temp,15.22
2020-03-04T15:20:00Z,Hobo-Tmp-1,15
2020-03-04T15:20:00Z,Hobo-Tmp-2,15.43
2020-03-04T15:20:00Z,Mean.Temp,15.22
2020-03-04T15:30:00Z,Hobo-Tmp-1,15.03
2020-03-04T15:30:00Z,Hobo-Tmp-2,15.42
2020-03-04T15:30:00Z,Mean.Temp,15.23
2020-03-04T15:40:00Z,Hobo-Tmp-1,15.06
2020-03-04T15:40:00Z,Hobo-Tmp-2,15.41
2020-03-04T15:40:00Z,Mean.Temp,15.23
2020-03-04T15:50:00Z,Hobo-Tmp-1,15.09
2020-03-04T15:50:00Z,Hobo-Tmp-2,15.39
2020-03-04T15:50:00Z,Mean.Temp,15.24
2020-03-04T16:00:00Z,Hobo-Tmp-1,15.09
2020-03-04T16:00:00Z,Hobo-Tmp-2,15.37
2020-03-04T16:00:00Z,Mean.Temp,15.23
2020-03-04T16:10:00Z,Hobo-Tmp-1,15.13
2020-03-04T16:10:00Z,Hobo-Tmp-2,15.32
2020-03-04T16:10:00Z,Mean.Temp,15.23
2020-03-04T16:20:00Z,Hobo-Tmp-1,15.15
2020-03-04T16:20:00Z,Hobo-Tmp-2,15.3
2020-03-04T16:20:00Z,Mean.Temp,15.23
2020-03-04T16:30:00Z,Hobo-Tmp-1,15.15
2020-03-04T16:30:00Z,Hobo-Tmp-2,15.29
2020-03-04T16:30:00Z,Mean.Temp,15.22
2020-03-04T16:40:00Z,Hobo-Tmp-1,15.19
2020-03-04T16:40:00Z,Hobo-Tmp-2,15.26
2020-03-04T16:40:00Z,Mean.Temp,15.23
2020-03-04T16:50:00Z,Hobo-Tmp-1,15.19
2020-03-04T16:50:00Z,Hobo-Tmp-2,15.24
2020-03-04T16:50:00Z,Mean.Temp,15.22
2020-03-04T17:00:00Z,Hobo-Tmp-1,15.22
2020-03-04T17:00:00Z,Hobo-Tmp-2,15.21
2020-03-04T17:00:00Z,Mean.Temp,15.21
2020-03-04T17:10:00Z,Hobo-Tmp-1,15.25
2020-03-04T17:10:00Z,Hobo-Tmp-2,15.21
2020-03-04T17:10:00Z,Mean.Temp,15.23
2020-03-04T17:20:00Z,Hobo-Tmp-1,15.24
2020-03-04T17:20:00Z,Hobo-Tmp-2,15.14
2020-03-04T17:20:00Z,Mean.Temp,15.19
2020-03-04T17:30:00Z,Hobo-Tmp-1,15.28
2020-03-04T17:30:00Z,Hobo-Tmp-2,15.1
2020-03-04T17:30:00Z,Mean.Temp,15.19
2020-03-04T17:40:00Z,Hobo-Tmp-1,15.27
2020-03-04T17:40:00Z,Hobo-Tmp-2,15.03
2020-03-04T17:40:00Z,Mean.Temp,15.15
2020-03-04T17:50:00Z,Hobo-Tmp-1,15.31
2020-03-04T17:50:00Z,Hobo-Tmp-2,15.01
2020-03-04T17:50:00Z,Mean.Temp,15.16
2020-03-04T18:00:00Z,Hobo-Tmp-1,15.29
2020-03-04T18:00:00Z,Hobo-Tmp-2,14.97
2020-03-04T18:00:00Z,Mean.Temp,15.13
2020-03-04T18:10:00Z,Hobo-Tmp-1,15.3
2020-03-04T18:10:00Z,Hobo-Tmp-2,14.94
2020-03-04T18:10:00Z,Mean.Temp,15.12
2020-03-04T18:20:00Z,Hobo-Tmp-1,15.29
2020-03-04T18:20:00Z,Hobo-Tmp-2,14.85
2020-03-04T18:20:00Z,Mean.Temp,15.07
2020-03-04T18:30:00Z,Hobo-Tmp-1,15.27
2020-03-04T18:30:00Z,Hobo-Tmp-2,14.82
2020-03-04T18:30:00Z,Mean.Temp,15.04
2020-03-04T18:40:00Z,Hobo-Tmp-1,15.28
2020-03-04T18:40:00Z,Hobo-Tmp-2,14.78
2020-03-04T18:40:00Z,Mean.Temp,15.03
2020-03-04T18:50:00Z,Hobo-Tmp-1,15.26
2020-03-04T18:50:00Z,Hobo-Tmp-2,14.71
2020-03-04T18:50:00Z,Mean.Temp,14.99
2020-03-04T19:00:00Z,Hobo-Tmp-1,15.26
2020-03-04T19:00:00Z,Hobo-Tmp-2,14.64
2020-03-04T19:00:00Z,Mean.Temp,14.95
2020-03-04T19:10:00Z,Hobo-Tmp-1,15.26
2020-03-04T19:10:00Z,Hobo-Tmp-2,14.57
2020-03-04T19:10:00Z,Mean.Temp,14.92
2020-03-04T19:20:00Z,Hobo-Tmp-1,15.25
2020-03-04T19:20:00Z,Hobo-Tmp-2,14.54
2020-03-04T19:20:00Z,Mean.Temp,14.89
2020-03-04T19:30:00Z,Hobo-Tmp-1,15.25
2020-03-04T19:30:00Z,Hobo-Tmp-2,14.46
2020-03-04T19:30:00Z,Mean.Temp,14.85
2020-03-04T19:40:00Z,Hobo-Tmp-1,15.24
2020-03-04T19:40:00Z,Hobo-Tmp-2,14.42
2020-03-04T19:40:00Z,Mean.Temp,14.83
2020-03-04T19:50:00Z,Hobo-Tmp-1,15.25
2020-03-04T19:50:00Z,Hobo-Tmp-2,14.38
2020-03-04T19:50:00Z,Mean.Temp,14.81
2020-03-04T20:00:00Z,Hobo-Tmp-1,15.24
2020-03-04T20:00:00Z,Hobo-Tmp-2,14.35
2020-03-04T20:00:00Z,Mean.Temp,14.79
2020-03-04T20:10:00Z,Hobo-Tmp-1,15.26
2020-03-04T20:10:00Z,Hobo-Tmp-2,14.32
2020-03-04T20:10:00Z,Mean.Temp,14.79
2020-03-04T20:20:00Z,Hobo-Tmp-1,15.25
2020-03-04T20:20:00Z,Hobo-Tmp-2,14.31
2020-03-04T20:20:00Z,Mean.Temp,14.78
2020-03-04T20:30:00Z,Hobo-Tmp-1,15.25
2020-03-04T20:30:00Z,Hobo-Tmp-2,14.27
2020-03-04T20:30:00Z,Mean.Temp,14.76
2020-03-04T20:40:00Z,Hobo-Tmp-1,15.25
2020-03-04T20:40:00Z,Hobo-Tmp-2,14.28
2020-03-04T20:40:00Z,Mean.Temp,14.77
2020-03-04T20:50:00Z,Hobo-Tmp-1,15.26
2020-03-04T20:50:00Z,Hobo-Tmp-2,14.27
2020-03-04T20:50:00Z,Mean.Temp,14.77
2020-03-04T21:00:00Z,Hobo-Tmp-1,15.27
2020-03-04T21:00:00Z,Hobo-Tmp-2,14.28
2020-03-04T21:00:00Z,Mean.Temp,14.78
2020-03-04T21:10:00Z,Hobo-Tmp-1,15.28
2020-03-04T21:10:00Z,Hobo-Tmp-2,14.29
2020-03-04T21:10:00Z,Mean.Temp,14.79
2020-03-04T21:20:00Z,Hobo-Tmp-1,15.28
2020-03-04T21:20:00Z,Hobo-Tmp-2,14.29
2020-03-04T21:20:00Z,Mean.Temp,14.79
2020-03-04T21:30:00Z,Hobo-Tmp-1,15.28
2020-03-04T21:30:00Z,Hobo-Tmp-2,14.32
2020-03-04T21:30:00Z,Mean.Temp,14.8
2020-03-04T21:40:00Z,Hobo-Tmp-1,15.31
2020-03-04T21:40:00Z,Hobo-Tmp-2,14.37
2020-03-04T21:40:00Z,Mean.Temp,14.84
2020-03-04T21:50:00Z,Hobo-Tmp-1,15.29
2020-03-04T21:50:00Z,Hobo-Tmp-2,14.39
2020-03-04T21:50:00Z,Mean.Temp,14.84
2020-03-04T22:00:00Z,Hobo-Tmp-1,15.31
2020-03-04T22:00:00Z,Hobo-Tmp-2,14.46
2020-03-04T22:00:00Z,Mean.Temp,14.88
2020-03-04T22:10:00Z,Hobo-Tmp-1,15.32
2020-03-04T22:10:00Z,Hobo-Tmp-2,14.49
2020-03-04T22:10:00Z,Mean.Temp,14.91
2020-03-04T22:20:00Z,Hobo-Tmp-1,15.32
2020-03-04T22:20:00Z,Hobo-Tmp-2,14.53
2020-03-04T22:20:00Z,Mean.Temp,14.92
2020-03-04T22:30:00Z,Hobo-Tmp-1,15.31
2020-03-04T22:30:00Z,Hobo-Tmp-2,14.58
2020-03-04T22:30:00Z,Mean.Temp,14.95
2020-03-04T22:40:00Z,Hobo-Tmp-1,15.32
2020-03-04T22:40:00Z,Hobo-Tmp-2,14.61
2020-03-04T22:40:00Z,Mean.Temp,14.96
2020-03-04T22:50:00Z,Hobo-Tmp-1,15.32
2020-03-04T22:50:00Z,Hobo-Tmp-2,14.65
2020-03-04T22:50:00Z,Mean.Temp,14.99
2020-03-04T23:00:00Z,Hobo-Tmp-1,15.33
2020-03-04T23:00:00Z,Hobo-Tmp-2,14.68
2020-03-04T23:00:00Z,Mean.Temp,15.01
2020-03-04T23:10:00Z,Hobo-Tmp-1,15.32
2020-03-04T23:10:00Z,Hobo-Tmp-2,14.7
2020-03-04T23:10:00Z,Mean.Temp,15.01
2020-03-04T23:20:00Z,Hobo-Tmp-1,15.31
2020-03-04T23:20:00Z,Hobo-Tmp-2,14.72
2020-03-04T23:20:00Z,Mean.Temp,15.02
2020-03-04T23:30:00Z,Hobo-Tmp-1,15.33
2020-03-04T23:30:00Z,Hobo-Tmp-2,14.72
2020-03-04T23:30:00Z,Mean.Temp,15.03
2020-03-04T23:40:00Z,Hobo-Tmp-1,15.32
2020-03-04T23:40:00Z,Hobo-Tmp-2,14.74
2020-03-04T23:40:00Z,Mean.Temp,15.03
2020-03-04T23:50:00Z,Hobo-Tmp-1,15.3
2020-03-04T23:50:00Z,Hobo-Tmp-2,14.77
2020-03-04T23:50:00Z,Mean.Temp,15.03
2020-03-05T00:00:00Z,Hobo-Tmp-1,15.32
2020-03-05T00:00:00Z,Hobo-Tmp-2,14.78
2020-03-05T00:00:00Z,Mean.Temp,15.05
2020-03-05T00:10:00Z,Hobo-Tmp-1,15.32
2020-03-05T00:10:00Z,Hobo-Tmp-2,14.78
2020-03-05T00:10:00Z,Mean.Temp,15.05
2020-03-05T00:20:00Z,Hobo-Tmp-1,15.3
2020-03-05T00:20:00Z,Hobo-Tmp-2,14.79
2020-03-05T00:20:00Z,Mean.Temp,15.04
2020-03-05T00:30:00Z,Hobo-Tmp-1,15.3
2020-03-05T00:30:00Z,Hobo-Tmp-2,14.79
2020-03-05T00:30:00Z,Mean.Temp,15.04
2020-03-05T00:40:00Z,Hobo-Tmp-1,15.29
2020-03-05T00:40:00Z,Hobo-Tmp-2,14.78
2020-03-05T00:40:00Z,Mean.Temp,15.03
2020-03-05T00:50:00Z,Hobo-Tmp-1,15.3
2020-03-05T00:50:00Z,Hobo-Tmp-2,14.78
2020-03-05T00:50:00Z,Mean.Temp,15.04
2020-03-05T01:00:00Z,Hobo-Tmp-1,15.31
2020-03-05T01:00:00Z,Hobo-Tmp-2,14.77
2020-03-05T01:00:00Z,Mean.Temp,15.04
2020-03-05T01:10:00Z,Hobo-Tmp-1,15.3
2020-03-05T01:10:00Z,Hobo-Tmp-2,14.76
2020-03-05T01:10:00Z,Mean.Temp,15.03
2020-03-05T01:20:00Z,Hobo-Tmp-1,15.29
2020-03-05T01:20:00Z,Hobo-Tmp-2,14.77
2020-03-05T01:20:00Z,Mean.Temp,15.03
2020-03-05T01:30:00Z,Hobo-Tmp-1,15.31
2020-03-05T01:30:00Z,Hobo-Tmp-2,14.73
2020-03-05T01:30:00Z,Mean.Temp,15.02
2020-03-05T01:40:00Z,Hobo-Tmp-1,15.25
2020-03-05T01:40:00Z,Hobo-Tmp-2,14.74
2020-03-05T01:40:00Z,Mean.Temp,15
2020-03-05T01:50:00Z,Hobo-Tmp-1,15.18
2020-03-05T01:50:00Z,Hobo-Tmp-2,14.73
2020-03-05T01:50:00Z,Mean.Temp,14.96
2020-03-05T02:00:00Z,Hobo-Tmp-1,15.1
2020-03-05T02:00:00Z,Hobo-Tmp-2,14.73
2020-03-05T02:00:00Z,Mean.Temp,14.92
2020-03-05T02:10:00Z,Hobo-Tmp-1,14.98
2020-03-05T02:10:00Z,Hobo-Tmp-2,14.72
2020-03-05T02:10:00Z,Mean.Temp,14.85
2020-03-05T02:20:00Z,Hobo-Tmp-1,14.96
2020-03-05T02:20:00Z,Hobo-Tmp-2,14.7
2020-03-05T02:20:00Z,Mean.Temp,14.83
2020-03-05T02:30:00Z,Hobo-Tmp-1,14.96
2020-03-05T02:30:00Z,Hobo-Tmp-2,14.7
2020-03-05T02:30:00Z,Mean.Temp,14.83
2020-03-05T02:40:00Z,Hobo-Tmp-1,14.86
2020-03-05T02:40:00Z,Hobo-Tmp-2,14.71
2020-03-05T02:40:00Z,Mean.Temp,14.79
2020-03-05T02:50:00Z,Hobo-Tmp-1,14.76
